144	FFFFFF	☆Dark Prison Poleaxe		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
147	FFFFFF	☆Frost Sword		1	0	1		465 467 469 466 468 470 473 474 1284 1282 1280 1295 1289 1290 1293
148	FFFFFF	☆Sword of Loyalty		1	0	1		465 467 469 466 468 470 473 474 1284 1282 1280 1295 1289 1290 1293
151	FFFFFF	☆Harmony Blades		1	0	1		465 467 469 466 468 470 473 474 1284 1282 1280 1295 1289 1290 1293
156	FFFFFF	☆Devastator Falchion		1	0	1		465 467 469 466 468 470 473 474 1284 1275 1277 1295 1289 1290 1293
158	FFFFFF	☆Juggernaut Falchion		1	0	1		465 467 469 466 468 470 473 474 1284 1275 1277 1295 1289 1290 1293
162	FFFFFF	☆Meridian Blades		1	0	1		465 467 469 466 468 470 473 474 1284 1275 1277 1294 1289 1290 1293
164	FFFFFF	☆Sawtooth Blades		1	0	1		465 467 469 466 468 470 473 474 1284 1275 1277 1294 1289 1290 1293
173	FFFFFF	☆Gold-plated Hammer		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
175	FFFFFF	☆Farrier's Hammer		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
176	FFFFFF	☆Flare Hammer		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
177	FFFFFF	☆Rock Breaker		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
178	FFFFFF	☆Octagonal Sledgehammer		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
179	FFFFFF	☆Tilecrushing Sledgehammer		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
180	FFFFFF	☆Ice Breaker		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
181	FFFFFF	☆Bloodfang Sledgehammer		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
185	FFFFFF	☆Leather Fist		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
186	FFFFFF	☆Copper Fist		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
187	FFFFFF	☆Steel Fist		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
189	FFFFFF	☆Dark Steel Fist		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
190	FFFFFF	☆Blazing Fist		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
192	FFFFFF	☆Rock Smashing Fist		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
195	FFFFFF	☆Ocelot Claw		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
197	FFFFFF	☆Iron Claw		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
199	FFFFFF	☆Concealed Claw		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
201	FFFFFF	☆Silver Claw		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
206	FFFFFF	☆Throat Slitter		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
212	FFFFFF	☆Bamboo Bow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
214	FFFFFF	☆Marksman's Bow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
215	FFFFFF	☆Sparrowhawk Bow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
220	FFFFFF	☆Padded Iron Bow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
223	FFFFFF	☆Lightning Bow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
224	FFFFFF	☆Ornamented Bow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
228	FFFFFF	☆Stone Pellet		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
229	FFFFFF	☆Iron Pellet		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
231	FFFFFF	☆Birdshot		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
232	FFFFFF	☆Sparrowshot		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
233	FFFFFF	☆Bullfiber Pellet		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
246	FFFFFF	☆Eaglehorn Shot		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
255	FFFFFF	☆Bronze Crossbow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
260	FFFFFF	☆Cruciform Crossbow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
269	FFFFFF	☆Swiftshot Crossbow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
275	FFFFFF	☆Doublestrike Crossbow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
282	FFFFFF	☆Giant Crossbow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
285	FFFFFF	☆Cloud Parting Crossbow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
313	FFFFFF	Whip		1	0	1		
314	FFFFFF	Thorny Whip		1	0	1		
315	FFFFFF	Scolopendra Whip		1	0	1		
320	FFFFFF	Scorpio Cauda Whip		1	0	1		
321	FFFFFF	ViridSilk FlexWhip		1	0	1		
323	FFFFFF	Lingering FlexWhip		1	0	1		
327	FFFFFF	Long Whip		1	0	1		
329	FFFFFF	CrimsonSmelt Whip		1	0	1		
330	FFFFFF	Ox Pilose Whip		1	0	1		
331	FFFFFF	Python Osteal Whip		1	0	1		
332	FFFFFF	EtherSilk NodeWhip		1	0	1		
334	FFFFFF	PassionTread NodeWhip		1	0	1		
343	FFFFFF	☆Peachtree Sword		1	0	1		465 467 469 466 468 470 473 474 1273 1272 442 441
345	FFFFFF	☆Pinegrain Sword		1	0	1		465 467 469 466 468 470 473 474 1244 1258 1273 1272 442 441
349	FFFFFF	☆Ursa Major Sword		1	0	1		465 467 469 466 468 470 473 474 1244 1245 1258 1259 1273 1272 442
352	FFFFFF	☆Taoist Master's Sword		1	0	1		465 467 469 466 468 470 473 474 1245 1246 1259 1260 1273 1272 442
357	FFFFFF	☆Raybender Sword		1	0	1		465 467 469 466 468 470 473 474 1246 1247 1260 1261 1273 1272 442
360	FFFFFF	☆Dharma Sword		1	0	1		465 467 469 466 468 470 473 474 1247 1248 1261 1262 1273 1272 442
361	FFFFFF	☆Wooden Wand		1	0	1		465 467 469 466 468 470 473 474 1273 1272 442 441
364	FFFFFF	☆Bone Wand		1	0	1		465 467 469 466 468 470 473 474 1244 1258 1273 1272 442 441
367	FFFFFF	☆Jade Wand		1	0	1		465 467 469 466 468 470 473 474 1244 1245 1258 1259 1273 1272 442
368	FFFFFF	☆Ghost Wand		1	0	1		465 467 469 466 468 470 473 474 1245 1246 1259 1260 1273 1272 442
373	FFFFFF	☆Spiritmeeting Wand		1	0	1		465 467 469 466 468 470 473 474 1246 1247 1260 1261 1273 1272 442
375	FFFFFF	☆Spiritcooler Wand		1	0	1		465 467 469 466 468 470 473 474 1247 1248 1261 1262 1273 1272 442
380	FFFFFF	☆Buddha's Pestle		1	0	1		465 467 469 466 468 470 473 474 1273 1272 442 441
381	FFFFFF	☆Weituo's Pestle		1	0	1		465 467 469 466 468 470 473 474 1244 1258 1273 1272 442 441
382	FFFFFF	☆Sukhavati Pestle		1	0	1		465 467 469 466 468 470 473 474 1244 1245 1258 1259 1273 1272 442
383	FFFFFF	☆Sage's Pestle		1	0	1		465 467 469 466 468 470 473 474 1245 1246 1259 1260 1273 1272 442
384	FFFFFF	☆Exorcision Pestle		1	0	1		465 467 469 466 468 470 473 474 1246 1247 1260 1261 1273 1272 442
385	FFFFFF	☆Raja Spirit's Pestle		1	0	1		465 467 469 466 468 470 473 474 1247 1248 1261 1262 1273 1272 442
386	FFFFFF	☆Bamboo Wand		1	0	1		465 467 469 466 468 470 473 474 1273 1272 442 441
387	FFFFFF	☆Antler Wand		1	0	1		465 467 469 466 468 470 473 474 1244 1258 1273 1272 442 441
388	FFFFFF	☆Wand of Invocation		1	0	1		465 467 469 466 468 470 473 474 1244 1245 1258 1259 1273 1272 442
389	FFFFFF	☆Blood Curse Wand		1	0	1		465 467 469 466 468 470 473 474 1245 1246 1259 1260 1273 1272 442
390	FFFFFF	☆Bodhi Wand		1	0	1		465 467 469 466 468 470 473 474 1246 1247 1260 1261 1273 1272 442
391	FFFFFF	☆Heretic Banishing Pataka		1	0	1		465 467 469 466 468 470 473 474 1247 1248 1261 1262 1273 1272 442
1902	FFFFFF	Detainer NodeWhip		1	0	1		
1904	FFFFFF	Parting Whip		1	0	1		
1905	FFFFFF	Marrowdrawn Whip		1	0	1		
1906	FFFFFF	Soulrout Whip		1	0	1		
1907	FFFFFF	☆Brow Scythe		1	0	1		465 467 469 466 468 470 473 474 1287 1297 1278 1285 1289 1290 1293
1908	FFFFFF	Magic Might Staves		1	0	1		1275 1276 1277 1278 1279 1280 1281 1282 1283 1293 1285 1286 1295 1301 1307
1909	FFFFFF	☆Pear Blossom Spear		1	0	1		465 467 469 466 468 470 473 474 1287 1275 1278 1285 1289 1290 1293
1910	FFFFFF	☆Wind-Tearing Mace		1	0	1		465 467 469 466 468 470 473 474 1287 1275 1278 1294 1289 1290 1293
1912	FFFFFF	LightningVox Staves		1	0	1		1275 1276 1277 1278 1279 1280 1281 1282 1283 1293 1285 1286 1295 1301 1309
1913	FFFFFF	☆Goose Down Spear		1	0	1		465 467 469 466 468 470 473 474 1287 1275 1278 1285 1289 1290 1293
1926	FFFFFF	☆Thunder God's Mace		1	0	1		465 467 469 466 468 470 473 474 1287 1275 1278 1294 1289 1290 1293
1927	FFFFFF	☆Aquamarine Sword		1	0	1		465 467 469 466 468 470 473 474 1284 1282 1280 1295 1289 1290 1293
1928	FFFFFF	☆Rambler's Sword		1	0	1		465 467 469 466 468 470 473 474 1284 1282 1280 1295 1289 1290 1293
1929	FFFFFF	☆Blades of Flowing Gold		1	0	1		465 467 469 466 468 470 473 474 1284 1282 1280 1295 1289 1290 1293
1930	FFFFFF	☆Wings of Protection		1	0	1		465 467 469 466 468 470 473 474 1284 1282 1280 1295 1289 1290 1293
1933	FFFFFF	☆Dust to Dust Falchion		1	0	1		465 467 469 466 468 470 473 474 1284 1275 1277 1295 1289 1290 1293
1934	FFFFFF	☆Verdant Falchion		1	0	1		465 467 469 466 468 470 473 474 1284 1275 1277 1295 1289 1290 1293
1935	FFFFFF	☆Bloodthirsty Blades		1	0	1		465 467 469 466 468 470 473 474 1284 1275 1277 1294 1289 1290 1293
1936	FFFFFF	☆Twin Sight Blades		1	0	1		465 467 469 466 468 470 473 474 1284 1275 1277 1294 1289 1290 1293
1937	FFFFFF	☆Gnosis Wand		1	0	1		465 467 469 466 468 470 473 474 1248 1249 1262 1263 1273 1272 442
1938	FFFFFF	☆Venus Wand		1	0	1		465 467 469 466 468 470 473 474 1249 1250 1263 1264 1273 1272 442
1939	FFFFFF	☆Military Sword		1	0	1		465 467 469 466 468 470 473 474 1248 1249 1262 1263 1273 1272 442
1940	FFFFFF	☆Pure Jade Sword		1	0	1		465 467 469 466 468 470 473 474 1249 1250 1263 1264 1273 1272 442
1945	FFFFFF	☆Calamitous Pestle		1	0	1		465 467 469 466 468 470 473 474 1248 1249 1262 1263 1273 1272 442
1948	FFFFFF	☆Heavenly Pestle		1	0	1		465 467 469 466 468 470 473 474 1249 1250 1263 1264 1273 1272 442
1949	FFFFFF	☆Flowing Water Pataka		1	0	1		465 467 469 466 468 470 473 474 1248 1249 1262 1263 1273 1272 442
1950	FFFFFF	☆Evoker's Pataka		1	0	1		465 467 469 466 468 470 473 474 1249 1250 1263 1264 1273 1272 442
1951	FFFFFF	☆Bloodriver Handaxes		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
1965	FFFFFF	☆Flash of Glory Handaxes		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
1984	FFFFFF	☆Crescent Moon Poleaxe		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
1991	FFFFFF	☆Hexagonal Sledgehammer		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
1992	FFFFFF	☆Armor Smashing Sledgehammer		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
1993	FFFFFF	☆Azure Sky Hammer		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
1994	FFFFFF	☆Purple Sun Hammer		1	0	1		465 467 469 466 468 470 473 474 1288 1297 1279 1294 1289 1290 1293
1995	FFFFFF	☆Silverwing Bow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
1997	FFFFFF	☆Eagle Strike Bow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
1999	FFFFFF	☆Sharpshooter's Crossbow		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
2002	FFFFFF	☆Skysplitter		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
2008	FFFFFF	☆Diabolical Claw		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
2015	FFFFFF	☆Spiritchaser Claw		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
2016	FFFFFF	☆Torrential Fist		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
2017	FFFFFF	☆Flaming Fist		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
2036	FFFFFF	☆Shadow Claw		1	0	1		465 467 469 466 468 470 473 474 1286 1282 1277 1295 1289 1290 1293
2041	FFFFFF	☆Jade Slingshot		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
2042	FFFFFF	☆Pearly Shot		1	0	1		465 467 469 466 468 470 473 474 1283 1276 1281 1285 1289 1290 447
2097	FFFFFF	Wooden Sword		1	0	1		
2250	FFFFFF	Wooden Bow		1	0	1		
2251	FFFFFF	Wand		1	0	1		
2258	FFFFFF	Splintered Club		1	0	1		
2866	FFFFFF	Whip		1	0	1		
2867	FFFFFF	Club		1	0	1		
4349	7877EE	0Sword of the Seal		1	0	1		
4350	7877EE	0Blade of the Blood Wolf		1	0	1		
4351	7877EE	0Tombguard Spear		1	0	1		
4352	7877EE	0Mace of the Thunder Devil 		1	0	1		
4353	7877EE	0Demon Yin Wheel		1	0	1		
4354	7877EE	0Dragon Bow		1	0	1		
4355	7877EE	0Evil Spirit's Edge		1	0	1		
4356	7877EE	0Serpent Lord's Wand		1	0	1		
4357	7877EE	0Blood Draining Sledgehammer		1	0	1		
4358	7877EE	0Raging Lion Claws		1	0	1		
4499	AA32FF	☆☆☆Bronze Sword		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4500	AA32FF	☆☆☆Tempered Iron Sword		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4501	AA32FF	☆☆☆Refined Sword		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4503	AA32FF	☆☆☆Nature's Blade		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4504	AA32FF	☆☆☆Frost Sword		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4505	AA32FF	☆☆☆Sword of Loyalty		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4506	AA32FF	☆☆☆Aquamarine Sword		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4507	AA32FF	☆☆☆Rambler's Sword		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4508	AA32FF	☆☆☆Mother and Son Blades		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4509	AA32FF	☆☆☆Inamorato Dual Sword		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4510	AA32FF	☆☆☆Linked Blades		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4511	AA32FF	☆☆☆Yin and Yang		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4512	AA32FF	☆☆☆Kan and Li		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4513	AA32FF	☆☆☆Harmony Blades		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4514	AA32FF	☆☆☆Blades of Flowing Gold		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4515	AA32FF	☆☆☆Wings of Protection		1	0	1		467 467 469 468 470 475 473 474 1284 1282 1280 1295 1289 1290 1293
4516	AA32FF	☆☆☆Steel Falchion		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1295 1289 1290 1293
4517	AA32FF	☆☆☆Folded Iron Falchion		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1295 1289 1290 1293
4518	AA32FF	☆☆☆Wraithnob Falchion		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1295 1289 1290 1293
4519	AA32FF	☆☆☆Battle Falchion		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1295 1289 1290 1293
4520	AA32FF	☆☆☆Devastator Falchion		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1295 1289 1290 1293
4521	AA32FF	☆☆☆Juggernaut Falchion		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1295 1289 1290 1293
4522	AA32FF	☆☆☆Dust to Dust Falchion		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1295 1289 1290 1293
4523	AA32FF	☆☆☆Verdant Falchion		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1295 1289 1290 1293
4524	AA32FF	☆☆☆Willow Leaf Blades		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1294 1289 1290 1293
4525	AA32FF	☆☆☆Butterfly Blades		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1294 1289 1290 1293
4526	AA32FF	☆☆☆Coalition Blades		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1294 1289 1290 1293
4527	AA32FF	☆☆☆Ringchain Blades		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1294 1289 1290 1293
4528	AA32FF	☆☆☆Meridian Blades		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1294 1289 1290 1293
4529	AA32FF	☆☆☆Sawtooth Blades		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1294 1289 1290 1293
4530	AA32FF	☆☆☆Bloodthirsty Blades		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1294 1289 1290 1293
4531	AA32FF	☆☆☆Twin Sight Blades		1	0	1		467 467 469 468 470 475 473 474 1284 1275 1277 1294 1289 1290 1293
4532	FFFFFF	N/A未开锋的短棍		1	0	1		1275 1276 1277 1278 1279 1280 1281 1282 1283 1293 1285 1286 1295 1301
4533	FFFFFF	N/A未开锋的齐眉棍		1	0	1		1275 1276 1277 1278 1279 1280 1281 1282 1283 1293 1285 1286 1295 1301
4534	FFFFFF	N/A未开锋的盘龙棍		1	0	1		1275 1276 1277 1278 1279 1280 1281 1282 1283 1293 1285 1286 1295 1301
4535	FFFFFF	N/A未开锋的九耳锡杖		1	0	1		1275 1276 1277 1278 1279 1280 1281 1282 1283 1293 1285 1286 1295 1301
